Timestamp,Hour,Day,Weekday,Is_Weekend,Consumption_Liters
2024-01-08 16:00:00,16,8,0,0,3.05
2024-01-08 17:00:00,17,8,0,0,3.69
2024-01-08 18:00:00,18,8,0,0,6.57
2024-01-08 19:00:00,19,8,0,0,6.07
2024-01-08 20:00:00,20,8,0,0,5.48
2024-01-08 21:00:00,21,8,0,0,8.23
2024-01-08 22:00:00,22,8,0,0,5.87
2024-01-08 23:00:00,23,8,0,0,2.49
2024-01-09 00:00:00,0,9,1,0,0.92
2024-01-09 01:00:00,1,9,1,0,0.32
2024-01-09 02:00:00,2,9,1,0,0.04
2024-01-09 03:00:00,3,9,1,0,1.18
2024-01-09 04:00:00,4,9,1,0,1.37
2024-01-09 05:00:00,5,9,1,0,1.74
2024-01-09 06:00:00,6,9,1,0,4.93
2024-01-09 07:00:00,7,9,1,0,4.72
2024-01-09 08:00:00,8,9,1,0,5.3
2024-01-09 09:00:00,9,9,1,0,3.9
2024-01-09 10:00:00,10,9,1,0,3.19
2024-01-09 11:00:00,11,9,1,0,3.2
2024-01-09 12:00:00,12,9,1,0,2.92
2024-01-09 13:00:00,13,9,1,0,2.96
2024-01-09 14:00:00,14,9,1,0,4.06
2024-01-09 15:00:00,15,9,1,0,3.22
2024-01-09 16:00:00,16,9,1,0,2.78
2024-01-09 17:00:00,17,9,1,0,1.88
2024-01-09 18:00:00,18,9,1,0,4.36
2024-01-09 19:00:00,19,9,1,0,6.64
2024-01-09 20:00:00,20,9,1,0,5.01
2024-01-09 21:00:00,21,9,1,0,5.64
2024-01-09 22:00:00,22,9,1,0,6.14
2024-01-09 23:00:00,23,9,1,0,2.78
2024-01-10 00:00:00,0,10,2,0,1.51
2024-01-10 01:00:00,1,10,2,0,1.08
2024-01-10 02:00:00,2,10,2,0,1.74
2024-01-10 03:00:00,3,10,2,0,1.44
2024-01-10 04:00:00,4,10,2,0,0.13
2024-01-10 05:00:00,5,10,2,0,1.72
2024-01-10 06:00:00,6,10,2,0,5.2
2024-01-10 07:00:00,7,10,2,0,2.83
2024-01-10 08:00:00,8,10,2,0,5.98
2024-01-10 09:00:00,9,10,2,0,5.33
2024-01-10 10:00:00,10,10,2,0,2.99
2024-01-10 11:00:00,11,10,2,0,3.56
2024-01-10 12:00:00,12,10,2,0,3.0
2024-01-10 13:00:00,13,10,2,0,3.28
2024-01-10 14:00:00,14,10,2,0,2.91
2024-01-10 15:00:00,15,10,2,0,2.95
2024-01-10 16:00:00,16,10,2,0,2.23
2024-01-10 17:00:00,17,10,2,0,3.34
2024-01-10 18:00:00,18,10,2,0,8.47
2024-01-10 19:00:00,19,10,2,0,5.62
2024-01-10 20:00:00,20,10,2,0,5.02
2024-01-10 21:00:00,21,10,2,0,5.33
2024-01-10 22:00:00,22,10,2,0,4.28
2024-01-10 23:00:00,23,10,2,0,1.9
2024-01-11 00:00:00,0,11,3,0,0.95
2024-01-11 01:00:00,1,11,3,0,1.02
2024-01-11 02:00:00,2,11,3,0,1.43
2024-01-11 03:00:00,3,11,3,0,0.69
2024-01-11 04:00:00,4,11,3,0,0.73
2024-01-11 05:00:00,5,11,3,0,0.39
2024-01-11 06:00:00,6,11,3,0,4.37
2024-01-11 07:00:00,7,11,3,0,5.57
2024-01-11 08:00:00,8,11,3,0,5.58
2024-01-11 09:00:00,9,11,3,0,5.31
2024-01-11 10:00:00,10,11,3,0,2.91
2024-01-11 11:00:00,11,11,3,0,2.33
2024-01-11 12:00:00,12,11,3,0,5.44
2024-01-11 13:00:00,13,11,3,0,2.0
2024-01-11 14:00:00,14,11,3,0,2.46
2024-01-11 15:00:00,15,11,3,0,2.75
2024-01-11 16:00:00,16,11,3,0,3.74
2024-01-11 17:00:00,17,11,3,0,3.46
2024-01-11 18:00:00,18,11,3,0,8.85
2024-01-11 19:00:00,19,11,3,0,7.22
2024-01-11 20:00:00,20,11,3,0,5.53
2024-01-11 21:00:00,21,11,3,0,5.2
2024-01-11 22:00:00,22,11,3,0,3.7
2024-01-11 23:00:00,23,11,3,0,2.47
2024-01-12 00:00:00,0,12,4,0,0.82
2024-01-12 01:00:00,1,12,4,0,0.88
2024-01-12 02:00:00,2,12,4,0,0.81
2024-01-12 03:00:00,3,12,4,0,0.79
2024-01-12 04:00:00,4,12,4,0,0.0
2024-01-12 05:00:00,5,12,4,0,1.34
2024-01-12 06:00:00,6,12,4,0,5.39
2024-01-12 07:00:00,7,12,4,0,4.92
2024-01-12 08:00:00,8,12,4,0,4.28
2024-01-12 09:00:00,9,12,4,0,4.47
2024-01-12 10:00:00,10,12,4,0,4.43
2024-01-12 11:00:00,11,12,4,0,4.13
2024-01-12 12:00:00,12,12,4,0,2.6
2024-01-12 13:00:00,13,12,4,0,2.3
2024-01-12 14:00:00,14,12,4,0,2.68
2024-01-12 15:00:00,15,12,4,0,2.79
2024-01-12 16:00:00,16,12,4,0,2.2
2024-01-12 17:00:00,17,12,4,0,3.19
2024-01-12 18:00:00,18,12,4,0,5.82
2024-01-12 19:00:00,19,12,4,0,5.51
2024-01-12 20:00:00,20,12,4,0,5.28
2024-01-12 21:00:00,21,12,4,0,6.91
2024-01-12 22:00:00,22,12,4,0,5.13
2024-01-12 23:00:00,23,12,4,0,3.22
2024-01-13 00:00:00,0,13,5,1,1.14
2024-01-13 01:00:00,1,13,5,1,1.28
2024-01-13 02:00:00,2,13,5,1,1.16
2024-01-13 03:00:00,3,13,5,1,1.11
2024-01-13 04:00:00,4,13,5,1,1.47
2024-01-13 05:00:00,5,13,5,1,1.92
2024-01-13 06:00:00,6,13,5,1,5.29
2024-01-13 07:00:00,7,13,5,1,6.87
2024-01-13 08:00:00,8,13,5,1,4.34
2024-01-13 09:00:00,9,13,5,1,5.83
2024-01-13 10:00:00,10,13,5,1,3.05
2024-01-13 11:00:00,11,13,5,1,3.52
2024-01-13 12:00:00,12,13,5,1,3.89
2024-01-13 13:00:00,13,13,5,1,4.79
2024-01-13 14:00:00,14,13,5,1,6.44
2024-01-13 15:00:00,15,13,5,1,2.98
2024-01-13 16:00:00,16,13,5,1,3.85
2024-01-13 17:00:00,17,13,5,1,2.74
2024-01-13 18:00:00,18,13,5,1,5.84
2024-01-13 19:00:00,19,13,5,1,7.85
2024-01-13 20:00:00,20,13,5,1,6.99
2024-01-13 21:00:00,21,13,5,1,8.7
2024-01-13 22:00:00,22,13,5,1,4.4
2024-01-13 23:00:00,23,13,5,1,2.87
2024-01-14 00:00:00,0,14,6,1,2.23
2024-01-14 01:00:00,1,14,6,1,1.36
2024-01-14 02:00:00,2,14,6,1,1.5
2024-01-14 03:00:00,3,14,6,1,1.3
2024-01-14 04:00:00,4,14,6,1,2.3
2024-01-14 05:00:00,5,14,6,1,0.85
2024-01-14 06:00:00,6,14,6,1,5.95
2024-01-14 07:00:00,7,14,6,1,6.19
2024-01-14 08:00:00,8,14,6,1,4.63
2024-01-14 09:00:00,9,14,6,1,3.69
2024-01-14 10:00:00,10,14,6,1,2.95
2024-01-14 11:00:00,11,14,6,1,4.34
2024-01-14 12:00:00,12,14,6,1,1.42
2024-01-14 13:00:00,13,14,6,1,3.48
2024-01-14 14:00:00,14,14,6,1,2.88
2024-01-14 15:00:00,15,14,6,1,2.56
2024-01-14 16:00:00,16,14,6,1,3.2
2024-01-14 17:00:00,17,14,6,1,3.17
2024-01-14 18:00:00,18,14,6,1,6.97
2024-01-14 19:00:00,19,14,6,1,6.59
2024-01-14 20:00:00,20,14,6,1,3.16
2024-01-14 21:00:00,21,14,6,1,7.65
2024-01-14 22:00:00,22,14,6,1,5.14
2024-01-14 23:00:00,23,14,6,1,1.62
2024-01-15 00:00:00,0,15,0,0,4.13
2024-01-15 01:00:00,1,15,0,0,1.64
2024-01-15 02:00:00,2,15,0,0,1.05
2024-01-15 03:00:00,3,15,0,0,0.93
2024-01-15 04:00:00,4,15,0,0,0.82
2024-01-15 05:00:00,5,15,0,0,0.89
2024-01-15 06:00:00,6,15,0,0,5.23
2024-01-15 07:00:00,7,15,0,0,5.25
2024-01-15 08:00:00,8,15,0,0,4.34
2024-01-15 09:00:00,9,15,0,0,6.32
2024-01-15 10:00:00,10,15,0,0,3.23
2024-01-15 11:00:00,11,15,0,0,2.12
2024-01-15 12:00:00,12,15,0,0,2.63
2024-01-15 13:00:00,13,15,0,0,3.73
2024-01-15 14:00:00,14,15,0,0,1.91
2024-01-15 15:00:00,15,15,0,0,3.42
2024-01-15 16:00:00,16,15,0,0,1.54
2024-01-15 17:00:00,17,15,0,0,4.19
2024-01-15 18:00:00,18,15,0,0,5.35
2024-01-15 19:00:00,19,15,0,0,6.48
2024-01-15 20:00:00,20,15,0,0,6.14
2024-01-15 21:00:00,21,15,0,0,8.99
2024-01-15 22:00:00,22,15,0,0,8.59
2024-01-15 23:00:00,23,15,0,0,2.34
2024-01-16 00:00:00,0,16,1,0,0.36
2024-01-16 01:00:00,1,16,1,0,5.79
2024-01-16 02:00:00,2,16,1,0,1.1
2024-01-16 03:00:00,3,16,1,0,0.51
2024-01-16 04:00:00,4,16,1,0,1.51
2024-01-16 05:00:00,5,16,1,0,3.65
2024-01-16 06:00:00,6,16,1,0,6.62
2024-01-16 07:00:00,7,16,1,0,6.57
2024-01-16 08:00:00,8,16,1,0,4.84
2024-01-16 09:00:00,9,16,1,0,5.81
2024-01-16 10:00:00,10,16,1,0,2.76
2024-01-16 11:00:00,11,16,1,0,3.14
2024-01-16 12:00:00,12,16,1,0,1.93
2024-01-16 13:00:00,13,16,1,0,2.44
2024-01-16 14:00:00,14,16,1,0,3.4
2024-01-16 15:00:00,15,16,1,0,1.77
2024-01-16 16:00:00,16,16,1,0,3.07
2024-01-16 17:00:00,17,16,1,0,5.91
2024-01-16 18:00:00,18,16,1,0,5.31
2024-01-16 19:00:00,19,16,1,0,6.15
2024-01-16 20:00:00,20,16,1,0,7.38
2024-01-16 21:00:00,21,16,1,0,5.16
2024-01-16 22:00:00,22,16,1,0,5.96
2024-01-16 23:00:00,23,16,1,0,2.89
2024-01-17 00:00:00,0,17,2,0,1.35
2024-01-17 01:00:00,1,17,2,0,0.72
2024-01-17 02:00:00,2,17,2,0,1.31
2024-01-17 03:00:00,3,17,2,0,0.21
2024-01-17 04:00:00,4,17,2,0,0.96
2024-01-17 05:00:00,5,17,2,0,1.31
2024-01-17 06:00:00,6,17,2,0,5.38
2024-01-17 07:00:00,7,17,2,0,5.61
2024-01-17 08:00:00,8,17,2,0,5.83
2024-01-17 09:00:00,9,17,2,0,5.46
2024-01-17 10:00:00,10,17,2,0,3.3
2024-01-17 11:00:00,11,17,2,0,3.15
2024-01-17 12:00:00,12,17,2,0,2.24
2024-01-17 13:00:00,13,17,2,0,3.74
2024-01-17 14:00:00,14,17,2,0,2.97
2024-01-17 15:00:00,15,17,2,0,3.48
2024-01-17 16:00:00,16,17,2,0,7.45
2024-01-17 17:00:00,17,17,2,0,2.64
2024-01-17 18:00:00,18,17,2,0,4.75
2024-01-17 19:00:00,19,17,2,0,7.53
2024-01-17 20:00:00,20,17,2,0,6.5
2024-01-17 21:00:00,21,17,2,0,3.68
2024-01-17 22:00:00,22,17,2,0,7.04
2024-01-17 23:00:00,23,17,2,0,2.14
2024-01-18 00:00:00,0,18,3,0,1.36
2024-01-18 01:00:00,1,18,3,0,1.02
2024-01-18 02:00:00,2,18,3,0,1.61
2024-01-18 03:00:00,3,18,3,0,0.66
2024-01-18 04:00:00,4,18,3,0,1.46
2024-01-18 05:00:00,5,18,3,0,1.16
2024-01-18 06:00:00,6,18,3,0,3.32
2024-01-18 07:00:00,7,18,3,0,3.24
2024-01-18 08:00:00,8,18,3,0,4.7
2024-01-18 09:00:00,9,18,3,0,4.2
2024-01-18 10:00:00,10,18,3,0,1.65
2024-01-18 11:00:00,11,18,3,0,2.15
2024-01-18 12:00:00,12,18,3,0,2.88
2024-01-18 13:00:00,13,18,3,0,2.42
2024-01-18 14:00:00,14,18,3,0,4.62
2024-01-18 15:00:00,15,18,3,0,2.54
2024-01-18 16:00:00,16,18,3,0,3.82
2024-01-18 17:00:00,17,18,3,0,4.13
2024-01-18 18:00:00,18,18,3,0,5.38
2024-01-18 19:00:00,19,18,3,0,5.28
2024-01-18 20:00:00,20,18,3,0,5.4
2024-01-18 21:00:00,21,18,3,0,5.8
2024-01-18 22:00:00,22,18,3,0,5.55
2024-01-18 23:00:00,23,18,3,0,1.41
2024-01-19 00:00:00,0,19,4,0,1.17
2024-01-19 01:00:00,1,19,4,0,0.81
2024-01-19 02:00:00,2,19,4,0,2.18
2024-01-19 03:00:00,3,19,4,0,1.47
2024-01-19 04:00:00,4,19,4,0,0.82
2024-01-19 05:00:00,5,19,4,0,1.29
2024-01-19 06:00:00,6,19,4,0,5.54
2024-01-19 07:00:00,7,19,4,0,6.08
2024-01-19 08:00:00,8,19,4,0,3.25
2024-01-19 09:00:00,9,19,4,0,3.74
2024-01-19 10:00:00,10,19,4,0,2.41
2024-01-19 11:00:00,11,19,4,0,2.99
2024-01-19 12:00:00,12,19,4,0,0.56
2024-01-19 13:00:00,13,19,4,0,2.39
2024-01-19 14:00:00,14,19,4,0,3.93
2024-01-19 15:00:00,15,19,4,0,2.21
2024-01-19 16:00:00,16,19,4,0,3.17
2024-01-19 17:00:00,17,19,4,0,3.21
2024-01-19 18:00:00,18,19,4,0,6.49
2024-01-19 19:00:00,19,19,4,0,6.86
2024-01-19 20:00:00,20,19,4,0,7.21
2024-01-19 21:00:00,21,19,4,0,7.84
2024-01-19 22:00:00,22,19,4,0,5.56
2024-01-19 23:00:00,23,19,4,0,1.58
2024-01-20 00:00:00,0,20,5,1,4.25
2024-01-20 01:00:00,1,20,5,1,1.42
2024-01-20 02:00:00,2,20,5,1,0.38
2024-01-20 03:00:00,3,20,5,1,1.69
2024-01-20 04:00:00,4,20,5,1,1.45
2024-01-20 05:00:00,5,20,5,1,2.13
2024-01-20 06:00:00,6,20,5,1,4.96
2024-01-20 07:00:00,7,20,5,1,5.3
2024-01-20 08:00:00,8,20,5,1,6.28
2024-01-20 09:00:00,9,20,5,1,4.49
2024-01-20 10:00:00,10,20,5,1,5.27
2024-01-20 11:00:00,11,20,5,1,3.58
2024-01-20 12:00:00,12,20,5,1,3.98
2024-01-20 13:00:00,13,20,5,1,4.88
2024-01-20 14:00:00,14,20,5,1,2.65
2024-01-20 15:00:00,15,20,5,1,3.07
2024-01-20 16:00:00,16,20,5,1,4.1
2024-01-20 17:00:00,17,20,5,1,4.09
2024-01-20 18:00:00,18,20,5,1,6.99
2024-01-20 19:00:00,19,20,5,1,7.32
2024-01-20 20:00:00,20,20,5,1,7.57
2024-01-20 21:00:00,21,20,5,1,5.81
2024-01-20 22:00:00,22,20,5,1,8.15
2024-01-20 23:00:00,23,20,5,1,1.93
2024-01-21 00:00:00,0,21,6,1,1.7
2024-01-21 01:00:00,1,21,6,1,1.62
2024-01-21 02:00:00,2,21,6,1,1.86
2024-01-21 03:00:00,3,21,6,1,1.29
2024-01-21 04:00:00,4,21,6,1,0.37
2024-01-21 05:00:00,5,21,6,1,0.99
2024-01-21 06:00:00,6,21,6,1,7.18
2024-01-21 07:00:00,7,21,6,1,6.7
2024-01-21 08:00:00,8,21,6,1,4.13
2024-01-21 09:00:00,9,21,6,1,10.55
2024-01-21 10:00:00,10,21,6,1,3.65
2024-01-21 11:00:00,11,21,6,1,3.12
2024-01-21 12:00:00,12,21,6,1,3.38
2024-01-21 13:00:00,13,21,6,1,4.91
2024-01-21 14:00:00,14,21,6,1,2.88
2024-01-21 15:00:00,15,21,6,1,3.06
2024-01-21 16:00:00,16,21,6,1,3.91
2024-01-21 17:00:00,17,21,6,1,3.54
2024-01-21 18:00:00,18,21,6,1,10.31
2024-01-21 19:00:00,19,21,6,1,7.98
2024-01-21 20:00:00,20,21,6,1,7.64
2024-01-21 21:00:00,21,21,6,1,8.52
2024-01-21 22:00:00,22,21,6,1,5.66
2024-01-21 23:00:00,23,21,6,1,2.2
2024-01-22 00:00:00,0,22,0,0,0.48
2024-01-22 01:00:00,1,22,0,0,0.74
2024-01-22 02:00:00,2,22,0,0,2.48
2024-01-22 03:00:00,3,22,0,0,0.95
2024-01-22 04:00:00,4,22,0,0,0.44
2024-01-22 05:00:00,5,22,0,0,1.28
2024-01-22 06:00:00,6,22,0,0,6.09
2024-01-22 07:00:00,7,22,0,0,4.89
2024-01-22 08:00:00,8,22,0,0,3.14
2024-01-22 09:00:00,9,22,0,0,4.1
2024-01-22 10:00:00,10,22,0,0,1.91
2024-01-22 11:00:00,11,22,0,0,4.4
2024-01-22 12:00:00,12,22,0,0,1.86
2024-01-22 13:00:00,13,22,0,0,2.6
2024-01-22 14:00:00,14,22,0,0,3.37
2024-01-22 15:00:00,15,22,0,0,2.12
2024-01-22 16:00:00,16,22,0,0,3.28
2024-01-22 17:00:00,17,22,0,0,2.52
2024-01-22 18:00:00,18,22,0,0,6.39
2024-01-22 19:00:00,19,22,0,0,5.65
2024-01-22 20:00:00,20,22,0,0,5.81
2024-01-22 21:00:00,21,22,0,0,7.27
2024-01-22 22:00:00,22,22,0,0,4.61
2024-01-22 23:00:00,23,22,0,0,2.16
2024-01-23 00:00:00,0,23,1,0,1.4
2024-01-23 01:00:00,1,23,1,0,0.38
2024-01-23 02:00:00,2,23,1,0,0.22
2024-01-23 03:00:00,3,23,1,0,0.86
2024-01-23 04:00:00,4,23,1,0,0.0
2024-01-23 05:00:00,5,23,1,0,1.13
2024-01-23 06:00:00,6,23,1,0,5.65
2024-01-23 07:00:00,7,23,1,0,3.61
2024-01-23 08:00:00,8,23,1,0,5.85
2024-01-23 09:00:00,9,23,1,0,6.22
2024-01-23 10:00:00,10,23,1,0,3.25
2024-01-23 11:00:00,11,23,1,0,3.91
2024-01-23 12:00:00,12,23,1,0,2.77
2024-01-23 13:00:00,13,23,1,0,2.61
2024-01-23 14:00:00,14,23,1,0,2.91
2024-01-23 15:00:00,15,23,1,0,2.28
2024-01-23 16:00:00,16,23,1,0,2.59
2024-01-23 17:00:00,17,23,1,0,3.01
2024-01-23 18:00:00,18,23,1,0,6.17
2024-01-23 19:00:00,19,23,1,0,6.54
2024-01-23 20:00:00,20,23,1,0,3.48
2024-01-23 21:00:00,21,23,1,0,9.53
2024-01-23 22:00:00,22,23,1,0,4.87
2024-01-23 23:00:00,23,23,1,0,2.32
2024-01-24 00:00:00,0,24,2,0,1.14
2024-01-24 01:00:00,1,24,2,0,0.67
2024-01-24 02:00:00,2,24,2,0,1.27
2024-01-24 03:00:00,3,24,2,0,0.54
2024-01-24 04:00:00,4,24,2,0,0.98
